just the principal,1208,11697172,0.000103273
the principal of,275921,5407523,0.051025396
principal of it,482,677865,0.000711056
Some music stores,112,68733,0.001629494
music stores are,2114,200226,0.010558069
stores are in,7713,1806096,0.004270537
are in a,2424398,38941815,0.062256934
in a CD,67060,364730082,0.000183862
a CD part,54,3043869,1.77E-05
CD part of,483,2246,0.215048976
part of town,189827,124514243,0.00152454
The magician got,1,37255,2.68E-05
magician got so,1,154,0.006493506
got so mad,9913,598475,0.016563766
so mad he,2643,152934,0.017281965
mad he pulled,1,9277,0.000107793
he pulled his,34407,429920,0.080031169
pulled his hare,1,234154,4.27E-06
his hare out,1,849,0.001177856
The young pine,51,1056599,4.83E-05
young pine sapling,1,4676,0.000213858
pine sapling was,1,653,0.001531394
sapling was admonished,1,904,0.001106195
was admonished by,2999,10417,0.287894787
admonished by his,686,14900,0.046040268
by his father,248461,8881141,0.027976248
his father Apparently,1,5693742,1.76E-07
father Apparently he,1,1,1
Apparently he had,11140,109881,0.101382405
he had been,2450186,28266707,0.086680985
had been knotty,1,47463128,2.11E-08
To learn rope,1,4840981,2.07E-07
learn rope tricks,46,345,0.133333333
rope tricks you,50,4766,0.010490978
tricks you have,1774,55547,0.031936918
you have to,14274592,135266690,0.105529247
have to be,15271213,115169237,0.132598022
to be taut,452,505148997,8.95E-07
I dropped out,31437,391829,0.080231427
dropped out of,306127,549718,0.556880073
out of communism,561,139365988,4.03E-06
of communism class,1,250322,3.99E-06
communism class because,1,1,1
class because of,16408,89075,0.184204322
because of lousy,1069,41152103,2.60E-05
of lousy Marx,1,15269,6.55E-05
A boy who,11404,187886,0.06069638
boy who instinctively,1,786427,1.27E-06
who instinctively waves,1,5949,0.000168095
instinctively waves at,1,1,1
waves at people,128,98060,0.001305323
at people has,116,345615,0.000335634
people has a,10292,222733,0.046207791
has a natural,111128,75657099,0.001468838
a natural hi,1,5247817,1.91E-07
A teacher having,90,224415,0.000401043
teacher having a,773,10110,0.076458952
having a tough,51044,15574229,0.003277466
a tough time,212315,2217467,0.095746633
tough time longs,1,262343,3.81E-06
time longs for,63,123,0.512195122
longs for the,22097,123303,0.179208941
for the end,510207,692874802,0.000736362
the end of,45438156,63206059,0.718889244
end of the,29234349,61106453,0.478416723
of the school,3336322,2766332391,0.001206045
the school daze,48,19333820,2.48E-06
Authors in jail,1,79694,1.25E-05
in jail have,1024,1616453,0.000633486
jail have their,1,3122,0.000320307
have their prose,1,6254408,1.60E-07
their prose and,714,7407,0.096395302
prose and cons,266,171872,0.001547663
Do not expect,346606,74487752,0.004653195
not expect to,819708,3699735,0.221558571
expect to eat,3344,5653580,0.000591484
to eat something,40575,7251478,0.005595411
eat something fancy,1,103584,9.65E-06
something fancy when,1,6776,0.00014758
fancy when you,451,3727,0.121008854
when you are,3753463,51811263,0.072444924
you are flying,43010,148097077,0.000290418
are flying because,152,229757,0.000661569
flying because it,420,4688,0.089590444
because it is,5744830,26256327,0.21879793
it is plane,159,245002494,6.49E-07
is plane food,1,3829,0.000261165
I saw a,1224055,11485173,0.106576975
saw a beaver,569,3862125,0.000147328
a beaver movie,1,54245,1.84E-05
beaver movie last,1,448,0.002232143
movie last night,16880,27243,0.619608707
last night It,1205,8415156,0.000143194
night It was,1905,17112,0.111325386
It was the,3390184,58039544,0.058411624
was the best,1563903,65694274,0.023805773
the best dam,853,109363237,7.80E-06
best dam movie,1,1243,0.000804505
dam movie I,1,165,0.006060606
movie I have,37742,316021,0.119428772
I have ever,2280447,154979958,0.014714464
have ever seen,904002,4386416,0.20609126
My computer is,46087,203149,0.226863041
computer is so,6766,1480496,0.00457009
is so slow,43726,15889793,0.002751829
so slow it,4753,277763,0.01711171
slow it hertz,1,104102,9.61E-06
The actors had,1172,141983,0.008254509
actors had one,1,17933,5.58E-05
had one great,4845,2297763,0.002108573
one great movie,1561,406705,0.003838163
great movie after,136,296088,0.000459323
movie after another,1071,33104,0.032352586
after another They,1,997774,1.00E-06
another They were,60,1031,0.058195926
They were on,60566,9974803,0.006071899
were on a,254178,3330871,0.07630977
on a role,23904,167105962,0.000143047
The man put,2849,2590822,0.001099651
man put his,6694,42000,0.159380952
put his name,38524,1270756,0.030315812
his name on,117847,3594607,0.032784391
name on the,694902,1863240,0.372953565
on the neck,153454,800328815,0.000191739
the neck of,184626,1740039,0.106104518
neck of his,8945,397125,0.022524394
of his shirt,41214,68835977,0.000598728
his shirt so,1325,375493,0.003528694
shirt so he,870,16010,0.054341037
so he would,129995,4632284,0.02806283
he would have,1872945,14547512,0.128746758
would have collar,1,46185346,2.17E-08
have collar ID,1,641,0.001560062
Thieves have muscles,1,3719,0.000268889
have muscles of,107,5650,0.018938053
muscles of steal,1,279741,3.57E-06
When an actress,961,1526776,0.000629431
an actress saw,338,330580,0.001022445
actress saw her,386,467,0.826552463
saw her first,9173,879551,0.010429185
her first strands,371,3353575,0.000110628
first strands of,728,938,0.776119403
strands of gray,1119,455878,0.002454604
of gray hair,7164,309293,0.023162503
gray hair she,346,99315,0.003483864
hair she thought,293,14459,0.020264195
she thought she,119411,1104184,0.108144114
thought she would,71940,751993,0.095665784
she would dye,111,5373471,2.07E-05
A cardboard belt,44,7378,0.005963676
cardboard belt would,41,432,0.094907407
belt would be,2242,8745,0.256375071
would be a,9570936,122128306,0.078367876
be a waist,1169,106128674,1.10E-05
a waist of,11103,77055,0.144091882
waist of paper,93,49997,0.001860112
Being able to,382324,386475,0.989259331
able to fit,93726,100783318,0.000929975
to fit size,1449,6898305,0.000210052
fit size fourteen,1,7765,0.000128783
size fourteen shoes,1,709,0.001410437
fourteen shoes is,1,52,0.019230769
shoes is quite,118,158926,0.000742484
is quite a,679589,7294579,0.093163567
quite a feet,630,9226864,6.83E-05
The mime wanted,1,7516,0.000133049
mime wanted to,1,1,1
wanted to say,1032584,27402383,0.03768227
to say something,562999,39326911,0.014315871
say something but,13387,1748829,0.007654836
something but he,3837,168098,0.022825971
but he was,1320944,13056191,0.101173765
he was not,3135027,57658957,0.054371899
was not aloud,1040,67427798,1.54E-05
Those who carry,2429,4296266,0.000565375
who carry too,117,180397,0.00064857
carry too many,2102,12262,0.171423911
too many buckets,188,7525634,2.50E-05
many buckets start,1,2733,0.000365898
buckets start feeling,1,61,0.016393443
start feeling pail,1,81436,1.23E-05
A mans home,69,4534,0.01521835
mans home is,138,918,0.150326797
home is his,9276,2086666,0.004445369
is his castle,9488,2886361,0.003287184
his castle in,3558,62491,0.056936199
castle in a,4898,150264,0.032595964
in a manor,5734,364730082,1.57E-05
a manor of,2733,29866,0.091508739
manor of speaking,698,55599,0.012554183
An online poker,1376,727138,0.001892351
online poker tournament,243994,14637897,0.016668651
poker tournament ended,1,1345076,7.43E-07
tournament ended suddenly,1,3311,0.000302024
ended suddenly when,534,3466,0.15406809
suddenly when the,2311,14750,0.156677966
when the computer,85135,59007848,0.001442774
the computer cached,1,9766564,1.02E-07
computer cached in,1,1,1
cached in its,368,53254,0.006910279
in its chips,2004,31730938,6.32E-05
Britain is a,29945,339651,0.088164027
is a wet,14973,476718990,3.14E-05
a wet place,1144,673912,0.001697551
wet place since,1,7927,0.000126151
place since the,57291,235926,0.242834618
since the queen,532,23264155,2.29E-05
the queen has,4382,718205,0.006101322
queen has had,147,12684,0.011589404
has had a,1677104,6845443,0.244995685
had a long,456534,51079136,0.008937778
a long reign,2564,29987389,8.55E-05
Herb gardeners who,1,40,0.025
gardeners who work,296,21854,0.013544431
who work extra,353,2163916,0.00016313
work extra get,1,39659,2.52E-05
extra get thyme,1,702,0.001424501
get thyme and,1,1,1
thyme and a,1395,52339,0.026653165
and a half,4760711,178504444,0.026669986
If you say,184026,210252670,0.000875261
you say you,400527,6462150,0.061980455
say you have,209204,2346696,0.089148317
you have bad,122903,135266690,0.000908598
have bad skin,704,376603,0.001869343
bad skin I,1,14592,6.85E-05
skin I would,629,39598,0.015884641
I would say,2006368,61619248,0.032560735
would say that,915136,4181918,0.218831646
say that was,53820,22024273,0.002443667
that was a,1584877,33913085,0.046733495
was a pore,78,98682950,7.90E-07
a pore excuse,1,33668,2.97E-05
People who like,59060,4256610,0.013874891
who like gold,78,1344356,5.80E-05
like gold paint,55,74560,0.000737661
gold paint have,1,18446,5.42E-05
paint have a,219,3444,0.06358885
have a gilt,180,156027480,1.15E-06
a gilt complex,57,26481,0.002152487
To heir is,56,108,0.518518519
heir is human,88,13007,0.006765588
When their boy,1,144284,6.93E-06
their boy was,396,18952,0.020894892
boy was little,171,468874,0.000364704
was little they,3797,961428,0.003949334
little they only,1,72858,1.37E-05
they only got,11376,1214093,0.009369958
only got rest,1,597405,1.67E-06
got rest after,1,631,0.001584786
rest after son,1,64809,1.54E-05
after son down,1,6209,0.000161057
Novice pirates make,1,1,1
pirates make terrible,1,770,0.001298701
make terrible singers,1,6367,0.00015706
terrible singers because,1,503,0.001988072
singers because they,236,1073,0.219944082
because they cannot,50,20712023,2.41E-06
they cannot hit,1,736,0.001358696
cannot hit the,1,1,1
hit the high,22699,6332762,0.003584376
the high Cs,397,13707064,2.90E-05
An electrician is,395,5623,0.070247199
electrician is a,499,5954,0.083809204
is a bright,109395,476718990,0.000229475
a bright spark,2893,1641159,0.001762779
bright spark who,399,14336,0.027832031
spark who knows,1,618,0.001618123
who knows whats,2163,3001733,0.000720584
knows whats watt,1,18570,5.39E-05
When the mayor,3008,19672833,0.000152901
the mayor wanted,702,1126933,0.00062293
mayor wanted to,727,1333,0.545386347
wanted to slash,577,27402383,2.11E-05
to slash the,20476,211414,0.096852621
slash the budget,938,43658,0.02148518
the budget he,3885,4255300,0.000912979
budget he turned,1,9958,0.000100422
he turned to,232953,1038193,0.224383135
turned to a,98488,3304261,0.029806362
to a fund,47627,279146624,0.000170616
a fund razor,1,957154,1.04E-06
Boyscouts know which,1,1,1
know which ropes,1,1602120,6.24E-07
which ropes to,42,807,0.05204461
ropes to tie,559,37481,0.014914223
to tie and,7706,1181989,0.006519519
tie and what,128,174530,0.000733398
and what knot,62,21228853,2.92E-06
what knot ,1,389,0.002570694
knot  ,1,1,1
If you could,788018,210252670,0.003747957
you could ask,106550,18369025,0.005800526
could ask someone,2300,467800,0.004916631
ask someone anything,1,182810,5.47E-06
someone anything about,1,482,0.002074689
anything about trees,93,2992066,3.11E-05
about trees what,1,31015,3.22E-05
trees what wood,1,692,0.001445087
what wood you,179,4897,0.036552992
wood you ask?,1,15033,6.65E-05
The person that,32522,1706686,0.019055644
person that Colby,1,1523970,6.56E-07
that Colby Jack,1,2702,0.000370096
Colby Jack and,114,2634,0.043280182
Jack and Cheddar,2982,817334,0.003648447
and Cheddar Jr,1,33128,3.02E-05
Cheddar Jr were,1,1,1
Jr were most,1,809,0.001236094
were most afraid,617,632467,0.000975545
most afraid of,12413,16169,0.76770363
afraid of in,3238,2736513,0.001183258
of in school,1964,3328019,0.000590141
in school was,12277,4396136,0.00279268
school was the,22242,742999,0.029935437
was the cheese,1569,65694274,2.39E-05
the cheese grader,70,464099,0.00015083
Im blind so,1,579,0.001727116
blind so eye,1,7798,0.000128238
so eye cant,1,4476,0.000223414
eye cant see,142,351,0.404558405
We didnt know,1207,22206,0.054354679
didnt know whether,1254,282829,0.004433774
know whether to,111287,1708957,0.065119836
whether to keep,32976,3821684,0.008628657
to keep our,619469,39321445,0.015753973
keep our biology,1,1207940,8.28E-07
our biology program,74,12685,0.005833662
biology program or,44,9256,0.004753673
program or cell,1,1601246,6.25E-07
or cell it,1,416616,2.40E-06
It will cost,67307,14125800,0.004764827
will cost you,288962,1606472,0.179873661
cost you more,52932,1044408,0.050681343
you more than,340220,2199095,0.154709096
more than a,9182685,126525584,0.072575717
than a scent,118,25770986,4.58E-06
a scent to,1777,83095,0.021385162
scent to get,152,32856,0.004626248
to get rid,2172892,129571372,0.016769846
get rid of,3895667,3978195,0.979254913
rid of that,151144,5945568,0.025421289
of that smell,1477,35242145,4.19E-05
I tried to,2937781,6412198,0.458155066
tried to stick,12992,16201427,0.000801905
to stick with,368376,1687469,0.218300899
stick with the,263972,1317128,0.200414842
with the rough,15336,461331348,3.32E-05
the rough class,45,769152,5.85E-05
rough class but,1,393,0.002544529
class but it,4921,111420,0.044166218
but it was,5271858,51121620,0.103123845
it was just,1700539,117973454,0.01441459
was just too,261191,10595030,0.024652219
just too course,1,1667628,6.00E-07
too course for,169,1259,0.134233519
course for my,4468,1624348,0.002750642
for my liking,76182,18309477,0.004160796
Our pet is,101,9727,0.010383469
pet is very,1485,199140,0.007457065
is very deer,1,27764972,3.60E-08
very deer to,1,297,0.003367003
deer to us,1,38025,2.63E-05
You dont want,11088,181762,0.06100285
dont want to,535188,900751,0.594157542
want to bee,1049,128872011,8.14E-06
to bee around,1,90098,1.11E-05
bee around a,87,577,0.150779896
around a hive,432,4118872,0.000104883
a hive for,1494,67868,0.02201332
hive for too,1,5459,0.000183184
for too long,460269,668411,0.688601773
You should run,21838,14083348,0.001550626
should run really,97,372141,0.000260654
run really fast,3620,12637,0.286460394
really fast but,2145,317348,0.006759141
fast but be,83,103831,0.000799376
but be careful,114818,1019168,0.112658561
be careful not,289580,2355901,0.12291688
careful not to,723787,738724,0.979779999
not to brake,1065,47185625,2.26E-05
to brake anything,59,109515,0.000538739
The pastry chef,850,7723,0.110060857
pastry chef brought,1,66177,1.51E-05
chef brought his,1,419,0.002386635
brought his girlfriend,1355,324166,0.004179957
his girlfriend flours,1,735395,1.36E-06
girlfriend flours on,1,1,1
flours on Valentines,1,240,0.004166667
on Valentines Day,25349,34487,0.735030591
The driver at,441,651600,0.000676796
driver at the,21795,78374,0.278089673
at the toll,19388,416201497,4.66E-05
the toll insisted,1,508257,1.97E-06
toll insisted it,1,1,1
insisted it wasnt,1,43473,2.30E-05
it wasnt fare,1,253458,3.95E-06
He injured his,2314,3984,0.580823293
injured his foot,2133,82489,0.025857993
his foot and,22805,375645,0.060708914
foot and now,595,834980,0.000712592
and now it,564491,11498779,0.049091386
now it just,21409,2662877,0.008039801
it just wont,9242,5903350,0.001565552
just wont heel,1,45996,2.17E-05
I wrote a,525119,3763553,0.139527462
wrote a song,53645,2211518,0.024257094
a song about,168234,3593983,0.046809904
song about my,3320,358512,0.009260499
about my priest,1,4749395,2.11E-07
my priest so,1,10609,9.43E-05
priest so that,684,3418,0.200117028
so that I,1951028,51168825,0.038129232
that I could,2788187,82519271,0.033788314
I could perform,5399,34283053,0.000157483
could perform it,1323,128529,0.010293397
perform it for,3680,131585,0.027966714
it for hymn,1,25053637,3.99E-08
Mother nos best,1,1,1
When I stayed,3344,16196460,0.000206465
I stayed at,1491336,2331052,0.639769512
stayed at the,727233,2764843,0.263028678
at the hotel,1161393,416201497,0.002790458
the hotel I,25022,11946669,0.002094475
hotel I made,173,94259,0.001835369
I made sure,138957,6064520,0.022913108
made sure I,60984,838483,0.072731349
sure I didnt,1585,2765063,0.000573224
I didnt sleep,1176,627540,0.001873984
didnt sleep inn,1,4791,0.000208725
We spent some,16589,528405,0.03139448
spent some time,357715,475468,0.752342955
some time looking,27985,9837013,0.002844868
time looking for,95761,266990,0.358668864
looking for the,1985178,57652293,0.034433635
for the celebrity,5938,692874802,8.57E-06
the celebrity before,46,222386,0.000206848
celebrity before she,1,1845,0.000542005
before she realized,7828,1442401,0.005427062
she realized she,28939,225425,0.128375291
realized she didnt,46,105053,0.000437874
she didnt want,7607,80177,0.094877583
didnt want to,102683,155793,0.659098933
want to idol,1,128872011,7.76E-09
She didnt want,914,15874,0.05757843
didnt want to,102683,155793,0.659098933
want to clean,38348,128872011,0.000297567
to clean up,1103624,3740097,0.295078978
clean up but,2297,2712742,0.000846745
up but I,57123,567544,0.100649465
but I maid,1,60843576,1.64E-08
I maid her,1,632,0.001582278
When the new,84751,19672833,0.004308022
the new church,49884,71165701,0.000700956
new church opened,169,217534,0.00077689
church opened nun,1,3136,0.000318878
opened nun of,1,1,1
nun of us,45,7668,0.005868545
of us cared,2507,24591854,0.000101944
He cried when,1353,49486,0.027341066
cried when he,8975,85160,0.105389854
when he woke,24737,23630021,0.001046846
he woke up,73530,105500,0.696966825
woke up It,121,1805798,6.70E-05
up It was,1625,28207,0.057609813
It was mourning,1,58039544,1.72E-08
The butcher was,459,15894,0.028878822
butcher was very,1,2655,0.000376648
was very glad,49823,11641665,0.004279714
very glad we,9548,418108,0.022836205
glad we could,25642,315202,0.081351007
we could meat,1,11245380,8.89E-08
The fisherman couldnt,1,19434,5.15E-05
fisherman couldnt believe,1,1,1
couldnt believe what,2054,30267,0.067862689
believe what he,42229,607192,0.069548018
what he caught,495,11730548,4.22E-05
he caught he,114,231294,0.000492879
caught he didnt,1,4452,0.000224618
he didnt think,2151,167488,0.012842711
didnt think it,16849,96893,0.173892851
think it was,1841414,18900662,0.0974259
it was reel,114,117973454,9.66E-07
If I were,921050,13956086,0.065996297
I were brave,938,3679011,0.00025496
were brave enough,10386,28435,0.365254088
brave enough to,170679,201946,0.845171481
enough to be,1673130,25153728,0.066516184
to be a,36134856,505148997,0.071533065
be a fruit,2852,106128674,2.69E-05
a fruit farmer,540,297018,0.001818072
fruit farmer I,1,1703,0.000587199
farmer I would,222,3897,0.056966898
I would grow,7988,61619248,0.000129635
would grow a,2543,231852,0.010968204
grow a pear,1,321064,3.11E-06
All the birds,6672,16363912,0.000407726
the birds in,52877,1375822,0.038433024
birds in the,152227,477343,0.318904855
in the parish,239186,1628795324,0.000146848
the parish were,3348,1021987,0.003275971
parish were birds,1,7190,0.000139082
were birds of,773,7897,0.097885273
birds of pray,910,513179,0.00177326
If you want,11607219,210252670,0.055206048
you want to,34620905,65034122,0.532349849
want to make,3422458,128872011,0.026557031
to make it,10572363,122728935,0.086144013
make it all,247859,27695932,0.008949293
it all the,827238,16454364,0.050274687
all the way,5295213,129776996,0.040802401
the way to,5253812,58867077,0.089248732
way to a,789646,60485136,0.013055207
to a tree,138580,279146624,0.000496442
a tree farm,7304,3097548,0.002357994
tree farm you,129,45240,0.002851459
farm you had,49,7793,0.006287694
you had better,151600,7305583,0.020751253
had better take,17596,1016812,0.017305067
better take a,17392,95462,0.182187677
take a different,115525,26867147,0.004299861
a different root,4385,20830878,0.000210505
Nationalism is a,2767,16057,0.172323597
is a non,2190373,476718990,0.004594684
a non prophet,103,13466606,7.65E-06
non prophet organization,1,239,0.0041841
I get my,657848,16498353,0.039873556
get my large,309,3878202,7.97E-05
my large waistline,1,58134,1.72E-05
large waistline from,1,195,0.005128205
waistline from too,1,471,0.002123142
from too much,58261,136605,0.426492442
too much pi,1,16705964,5.99E-08
Mothers trade cake,1,1,1
trade cake recipes,1,205,0.004878049
cake recipes on,125,100052,0.00124935
recipes on a,2458,135285,0.018169051
on a knead,754,167105962,4.51E-06
a knead to,340,886,0.383747178
knead to know,358,2481,0.144296655
to know basis,16178,39754084,0.000406952
The indecisive customer,1,638,0.001567398
indecisive customer could,1,155,0.006451613
customer could not,2817,30772,0.091544261
could not choose,18984,43613358,0.000435279
not choose either,1411,690575,0.002043225
choose either oar,1,156845,6.38E-06
It was an,1168597,58039544,0.020134497
was an emotional,29105,15778143,0.00184464
an emotional wedding,83,762107,0.000108909
emotional wedding Even,1,406,0.002463054
wedding Even the,1,1,1
Even the mother-in-law,1,2823731,3.54E-07
the mother-in-law was,1,1,1
mother-in-law was in,1,1,1
was in tiers,221,23793684,9.29E-06
A new country,2660,9441099,0.000281747
new country decided,1,231586,4.32E-06
country decided to,2663,4357,0.611200367
decided to conduct,30388,17996838,0.001688519
to conduct a,1056379,6034363,0.175060566
conduct a gallup,1,2268548,4.41E-07
a gallup poll,217,392,0.553571429
At some executive,1,811965,1.23E-06
some executive galas,1,8894,0.000112435
executive galas there,1,1,1
galas there is,1,1,1
there is a,31341553,110560376,0.283479074
is a chairman,1559,476718990,3.27E-06
a chairman of,15524,95645,0.162308537
chairman of the,2534972,3457275,0.733228337
of the bored,4403,2766332391,1.59E-06
Did you know,7068552,16922110,0.41771103
you know that,3898180,45720613,0.085260887
know that dolmas,1,26949874,3.71E-08
that dolmas were,1,1,1
dolmas were first,1,1,1
were first made,17114,1005349,0.017022944
first made in,18212,257210,0.070805956
made in Greece?,3124,12663593,0.000246691
I always prayed,1051,5539983,0.000189712
always prayed before,192,5972,0.032150033
prayed before my,1,11295,8.85E-05
before my biology,1,894559,1.12E-06
my biology tests,1,13210,7.57E-05
biology tests I,1,705,0.00141844
tests I was,1737,48956,0.03548084
I was hoping,753207,106686995,0.00705997
was hoping for,191932,1026334,0.187007348
hoping for a,294869,1008589,0.292357938
for a sine,1374,274112498,5.01E-06
a sine from,1,89879,1.11E-05
sine from above,1,486,0.002057613
It was not,3851564,58039544,0.066361031
was not church,367,67427798,5.44E-06
not church john,1,10011,9.99E-05
church john disliked,1,258,0.003875969
john disliked It,1,1,1
disliked It was,1,1,1
It was just,776763,58039544,0.013383341
was just the,416019,10595030,0.039265486
just the principal,1208,11697172,0.000103273
the principal of,275921,5407523,0.051025396
principal of it,482,677865,0.000711056
Some grocery stores,788,1256,0.627388535
grocery stores are,11214,461311,0.02430898
stores are in,7713,1806096,0.004270537
are in a,2424398,38941815,0.062256934
in a CD,67060,364730082,0.000183862
a CD part,54,3043869,1.77E-05
CD part of,483,2246,0.215048976
part of town,189827,124514243,0.00152454
The professor got,276,172172,0.001603048
professor got so,1,1624,0.000615764
got so mad,9913,598475,0.016563766
so mad he,2643,152934,0.017281965
mad he pulled,1,9277,0.000107793
he pulled his,34407,429920,0.080031169
pulled his hare,1,234154,4.27E-06
his hare out,1,849,0.001177856
The young boy,15017,1056599,0.014212582
young boy was,10996,1258097,0.008740185
boy was admonished,1,468874,2.13E-06
was admonished by,2999,10417,0.287894787
admonished by his,686,14900,0.046040268
by his father,248461,8881141,0.027976248
his father Apparently,1,5693742,1.76E-07
father Apparently he,1,1,1
Apparently he had,11140,109881,0.101382405
he had been,2450186,28266707,0.086680985
had been knotty,1,47463128,2.11E-08
To learn skateboard,1,4840981,2.07E-07
learn skateboard tricks,85,556,0.152877698
skateboard tricks you,1,3812,0.000262329
tricks you have,1774,55547,0.031936918
you have to,14274592,135266690,0.105529247
have to be,15271213,115169237,0.132598022
to be taut,452,505148997,8.95E-07
I dropped out,31437,391829,0.080231427
dropped out of,306127,549718,0.556880073
out of math,2393,139365988,1.72E-05
of math class,1393,307896,0.004524255
math class because,413,86691,0.004764047
class because of,16408,89075,0.184204322
because of lousy,1069,41152103,2.60E-05
of lousy Marx,1,15269,6.55E-05
A boy who,11404,187886,0.06069638
boy who instinctively,1,786427,1.27E-06
who instinctively takes,1,5949,0.000168095
instinctively takes risks,1,297,0.003367003
takes risks has,1,11890,8.41E-05
risks has a,236,8703,0.027117086
has a natural,111128,75657099,0.001468838
a natural hi,1,5247817,1.91E-07
A teacher having,90,224415,0.000401043
teacher having a,773,10110,0.076458952
having a tough,51044,15574229,0.003277466
a tough time,212315,2217467,0.095746633
tough time longs,1,262343,3.81E-06
time longs for,63,123,0.512195122
longs for the,22097,123303,0.179208941
for the end,510207,692874802,0.000736362
the end of,45438156,63206059,0.718889244
end of the,29234349,61106453,0.478416723
of the school,3336322,2766332391,0.001206045
the school daze,48,19333820,2.48E-06
Bankers in jail,1,22995,4.35E-05
in jail have,1024,1616453,0.000633486
jail have their,1,3122,0.000320307
have their prose,1,6254408,1.60E-07
their prose and,714,7407,0.096395302
prose and cons,266,171872,0.001547663
Do not expect,346606,74487752,0.004653195
not expect to,819708,3699735,0.221558571
expect to eat,3344,5653580,0.000591484
to eat something,40575,7251478,0.005595411
eat something fancy,1,103584,9.65E-06
something fancy when,1,6776,0.00014758
fancy when you,451,3727,0.121008854
when you are,3753463,51811263,0.072444924
you are driving,111329,148097077,0.00075173
are driving because,144,480983,0.000299387
driving because it,1018,10246,0.099355846
because it is,5744830,26256327,0.21879793
it is plane,159,245002494,6.49E-07
is plane food,1,3829,0.000261165
I saw a,1224055,11485173,0.106576975
saw a horror,344,3862125,8.91E-05
a horror movie,69395,283166,0.245068264
horror movie last,52,280124,0.000185632
movie last night,16880,27243,0.619608707
last night It,1205,8415156,0.000143194
night It was,1905,17112,0.111325386
It was the,3390184,58039544,0.058411624
was the best,1563903,65694274,0.023805773
the best dam,853,109363237,7.80E-06
best dam movie,1,1243,0.000804505
dam movie I,1,165,0.006060606
movie I have,37742,316021,0.119428772
I have ever,2280447,154979958,0.014714464
have ever seen,904002,4386416,0.20609126
My horse is,4304,25292,0.170172387
horse is so,1928,274347,0.007027596
is so slow,43726,15889793,0.002751829
so slow it,4753,277763,0.01711171
slow it hertz,1,104102,9.61E-06
The directors had,830,199731,0.004155589
directors had one,1,25616,3.90E-05
had one great,4845,2297763,0.002108573
one great movie,1561,406705,0.003838163
great movie after,136,296088,0.000459323
movie after another,1071,33104,0.032352586
after another They,1,997774,1.00E-06
another They were,60,1031,0.058195926
They were on,60566,9974803,0.006071899
were on a,254178,3330871,0.07630977
on a role,23904,167105962,0.000143047
The man put,2849,2590822,0.001099651
man put his,6694,42000,0.159380952
put his name,38524,1270756,0.030315812
