uniqueID,h1_trigram,h2_trigram,h1_prob,h2Prob,dummy
14,have to be,have to be,0.132598022,0.132598022,1
14,to be taut,to be taught,8.95E-07,0.000679336,1
15,I dropped out,I dropped out,0.080231427,0.080231427,1
15,dropped out of,dropped out of,0.556880073,0.556880073,1
15,out of communism,out of communism,4.03E-06,4.03E-06,1
15,of communism class,of communism class,3.99E-06,3.99E-06,1
15,communism class because,communism class because,1,1,1
15,class because of,class because of,0.184204322,0.184204322,1
15,because of lousy,because of lousy,2.60E-05,2.60E-05,1
15,of lousy Marx,of lousy marks,6.55E-05,6.55E-05,1
16,A boy who,A boy who,0.06069638,0.06069638,1
16,boy who instinctively,boy who instinctively,1.27E-06,1.27E-06,1
16,who instinctively waves,who instinctively waves,0.000168095,0.000168095,1
16,instinctively waves at,instinctively waves at,1,1,1
16,waves at people,waves at people,0.001305323,0.001305323,1
16,at people has,at people has,0.000335634,0.000335634,1
16,people has a,people has a,0.046207791,0.046207791,1
16,has a natural,has a natural,0.001468838,0.001468838,1
16,a natural hi,a natural high,1.91E-07,0.001820567,1
17,A teacher having,A teacher having,0.000401043,0.000401043,1
17,teacher having a,teacher having a,0.076458952,0.076458952,1
17,having a tough,having a tough,0.003277466,0.003277466,1
17,a tough time,a tough time,0.095746633,0.095746633,1
17,tough time longs,tough time longs,3.81E-06,3.81E-06,1
17,time longs for,time longs for,0.512195122,0.512195122,1
17,longs for the,longs for the,0.179208941,0.179208941,1
17,for the end,for the end,0.000736362,0.000736362,1
17,the end of,the end of,0.718889244,0.718889244,1
17,end of the,end of the,0.478416723,0.478416723,1
17,of the school,of the school,0.001206045,0.001206045,1
17,the school daze,the school days,2.48E-06,0.000194323,1
18,Authors in jail,Authors in jail,1.25E-05,1.25E-05,1
18,in jail have,in jail have,0.000633486,0.000633486,1
18,jail have their,jail have their,0.000320307,0.000320307,1
18,have their prose,have their pros,1.60E-07,0.00143195,1
18,their prose and,their pros and,0.096395302,0.905000913,1
18,prose and cons,pros and cons,0.001547663,0.913677266,1
19,Do not expect,Do not expect,0.004653195,0.004653195,1
19,not expect to,not expect to,0.221558571,0.221558571,1
19,expect to eat,expect to eat,0.000591484,0.000591484,1
19,to eat something,to eat something,0.005595411,0.005595411,1
19,eat something fancy,eat something fancy,9.65E-06,9.65E-06,1
19,something fancy when,something fancy when,0.00014758,0.00014758,1
19,fancy when you,fancy when you,0.121008854,0.121008854,1
19,when you are,when you are,0.072444924,0.072444924,1
19,you are flying,you are flying,0.000290418,0.000290418,1
19,are flying because,are flying because,0.000661569,0.000661569,1
19,flying because it,flying because it,0.089590444,0.089590444,1
19,because it is,because it is,0.21879793,0.21879793,1
19,it is plane,it is plain,6.49E-07,0.000276311,1
19,is plane food,is plain food,0.000261165,3.40E-06,1
20,I saw a,I saw a,0.106576975,0.106576975,1
20,saw a beaver,saw a beaver,0.000147328,0.000147328,1
20,a beaver movie,a beaver movie,1.84E-05,1.84E-05,1
20,beaver movie last,beaver movie last,0.002232143,0.002232143,1
20,movie last night,movie last night,0.619608707,0.619608707,1
20,last night It,last night It,0.000143194,0.000143194,1
20,night It was,night It was,0.111325386,0.111325386,1
20,It was the,It was the,0.058411624,0.058411624,1
20,was the best,was the best,0.023805773,0.023805773,1
20,the best dam,the best damn,7.80E-06,0.000382615,1
20,best dam movie,best damn movie,0.000804505,0.01329138,1
20,dam movie I,damn movie I,0.006060606,0.025980801,1
20,movie I have,movie I have,0.119428772,0.119428772,1
20,I have ever,I have ever,0.014714464,0.014714464,1
20,have ever seen,have ever seen,0.20609126,0.20609126,1
21,My computer is,My computer is,0.226863041,0.226863041,1
21,computer is so,computer is so,0.00457009,0.00457009,1
21,is so slow,is so slow,0.002751829,0.002751829,1
21,so slow it,so slow it,0.01711171,0.01711171,1
21,slow it hertz,slow it hurts,9.61E-06,0.000653206,1
22,The actors had,The actors had,0.008254509,0.008254509,1
22,actors had one,actors had one,5.58E-05,5.58E-05,1
22,had one great,had one great,0.002108573,0.002108573,1
22,one great movie,one great movie,0.003838163,0.003838163,1
22,great movie after,great movie after,0.000459323,0.000459323,1
22,movie after another,movie after another,0.032352586,0.032352586,1
22,after another They,after another They,1.00E-06,1.00E-06,1
22,another They were,another They were,0.058195926,0.058195926,1
22,They were on,They were on,0.006071899,0.006071899,1
22,were on a,were on a,0.07630977,0.07630977,1
22,on a role,on a roll,0.000143047,0.00177263,1
23,The man put,The man put,0.001099651,0.001099651,1
23,man put his,man put his,0.159380952,0.159380952,1
23,put his name,put his name,0.030315812,0.030315812,1
23,his name on,his name on,0.032784391,0.032784391,1
23,name on the,name on the,0.372953565,0.372953565,1
23,on the neck,on the neck,0.000191739,0.000191739,1
23,the neck of,the neck of,0.106104518,0.106104518,1
23,neck of his,neck of his,0.022524394,0.022524394,1
23,of his shirt,of his shirt,0.000598728,0.000598728,1
23,his shirt so,his shirt so,0.003528694,0.003528694,1
23,shirt so he,shirt so he,0.054341037,0.054341037,1
23,so he would,so he would,0.02806283,0.02806283,1
23,he would have,he would have,0.128746758,0.128746758,1
23,would have collar,would have caller,2.17E-08,2.19E-06,1
23,have collar ID,have caller ID,0.001560062,0.662939087,1
24,Thieves have muscles,Thieves have muscles,0.000268889,0.000268889,1
24,have muscles of,have muscles of,0.018938053,0.018938053,1
24,muscles of steal,muscles of steel,3.57E-06,0.002334302,1
25,When an actress,When an actress,0.000629431,0.000629431,1
25,an actress saw,an actress saw,0.001022445,0.001022445,1
25,actress saw her,actress saw her,0.826552463,0.826552463,1
25,saw her first,saw her first,0.010429185,0.010429185,1
25,her first strands,her first strands,0.000110628,0.000110628,1
25,first strands of,first strands of,0.776119403,0.776119403,1
25,strands of gray,strands of gray,0.002454604,0.002454604,1
25,of gray hair,of gray hair,0.023162503,0.023162503,1
25,gray hair she,gray hair she,0.003483864,0.003483864,1
25,hair she thought,hair she thought,0.020264195,0.020264195,1
25,she thought she,she thought she,0.108144114,0.108144114,1
25,thought she would,thought she would,0.095665784,0.095665784,1
25,she would dye,she would die,2.07E-05,0.003659832,1
26,A cardboard belt,A cardboard belt,0.005963676,0.005963676,1
26,cardboard belt would,cardboard belt would,0.094907407,0.094907407,1
26,belt would be,belt would be,0.256375071,0.256375071,1
26,would be a,would be a,0.078367876,0.078367876,1
26,be a waist,be a waste,1.10E-05,0.001325203,1
26,a waist of,a waste of,0.144091882,0.671905666,1
26,waist of paper,waste of paper,0.001860112,0.005243397,1
27,Being able to,Being able to,0.989259331,0.989259331,1
27,able to fit,able to fit,0.000929975,0.000929975,1
27,to fit size,to fit size,0.000210052,0.000210052,1
27,fit size fourteen,fit size fourteen,0.000128783,0.000128783,1
27,size fourteen shoes,size fourteen shoes,0.001410437,0.001410437,1
27,fourteen shoes is,fourteen shoes is,0.019230769,0.019230769,1
27,shoes is quite,shoes is quite,0.000742484,0.000742484,1
27,is quite a,is quite a,0.093163567,0.093163567,1
27,quite a feet,quite a feat,6.83E-05,0.003434645,1
28,The mime wanted,The mime wanted,0.000133049,0.000133049,1
28,mime wanted to,mime wanted to,1,1,1
28,wanted to say,wanted to say,0.03768227,0.03768227,1
28,to say something,to say something,0.014315871,0.014315871,1
28,say something but,say something but,0.007654836,0.007654836,1
28,something but he,something but he,0.022825971,0.022825971,1
28,but he was,but he was,0.101173765,0.101173765,1
28,he was not,he was not,0.054371899,0.054371899,1
28,was not aloud,was not allowed,1.54E-05,0.004214152,1
29,Those who carry,Those who carry,0.000565375,0.000565375,1
29,who carry too,who carry too,0.00064857,0.00064857,1
29,carry too many,carry too many,0.171423911,0.171423911,1
29,too many buckets,too many buckets,2.50E-05,2.50E-05,1
29,many buckets start,many buckets start,0.000365898,0.000365898,1
29,buckets start feeling,buckets start feeling,0.016393443,0.016393443,1
29,start feeling pail,start feeling pale,1.23E-05,1.23E-05,1
30,A mans home,A mans home,0.01521835,0.01521835,1
30,mans home is,mans home is,0.150326797,0.150326797,1
30,home is his,home is his,0.004445369,0.004445369,1
30,is his castle,is his castle,0.003287184,0.003287184,1
30,his castle in,his castle in,0.056936199,0.056936199,1
30,castle in a,castle in a,0.032595964,0.032595964,1
30,in a manor,in a manner,1.57E-05,0.008728068,1
30,a manor of,a manner of,0.091508739,0.019860836,1
30,manor of speaking,manner of speaking,0.012554183,0.026100566,1
31,An online poker,An online poker,0.001892351,0.001892351,1
31,online poker tournament,online poker tournament,0.016668651,0.016668651,1
31,poker tournament ended,poker tournament ended,7.43E-07,7.43E-07,1
31,tournament ended suddenly,tournament ended suddenly,0.000302024,0.000302024,1
31,ended suddenly when,ended suddenly when,0.15406809,0.15406809,1
31,suddenly when the,suddenly when the,0.156677966,0.156677966,1
31,when the computer,when the computer,0.001442774,0.001442774,1
31,the computer cached,the computer cashed,1.02E-07,1.02E-07,1
31,computer cached in,computer cashed in,1,1,1
31,cached in its,cashed in its,0.006910279,0.004501648,1
31,in its chips,in its chips,6.32E-05,6.32E-05,1
32,Britain is a,Britain is a,0.088164027,0.088164027,1
32,is a wet,is a wet,3.14E-05,3.14E-05,1
32,a wet place,a wet place,0.001697551,0.001697551,1
32,wet place since,wet place since,0.000126151,0.000126151,1
32,place since the,place since the,0.242834618,0.242834618,1
32,since the queen,since the queen,2.29E-05,2.29E-05,1
32,the queen has,the queen has,0.006101322,0.006101322,1
32,queen has had,queen has had,0.011589404,0.011589404,1
32,has had a,has had a,0.244995685,0.244995685,1
32,had a long,had a long,0.008937778,0.008937778,1
32,a long reign,a long rain,8.55E-05,2.86E-05,1
33,Herb gardeners who,Herb gardeners who,0.025,0.025,1
33,gardeners who work,gardeners who work,0.013544431,0.013544431,1
33,who work extra,who work extra,0.00016313,0.00016313,1
33,work extra get,work extra get,2.52E-05,2.52E-05,1
33,extra get thyme,extra get time,0.001424501,0.001424501,1
33,get thyme and,get time and,1,0.023582326,1
33,thyme and a,time and a,0.026653165,0.011325374,1
33,and a half,and a half,0.026669986,0.026669986,1
34,If you say,If you say,0.000875261,0.000875261,1
34,you say you,you say you,0.061980455,0.061980455,1
34,say you have,say you have,0.089148317,0.089148317,1
34,you have bad,you have bad,0.000908598,0.000908598,1
34,have bad skin,have bad skin,0.001869343,0.001869343,1
34,bad skin I,bad skin I,6.85E-05,6.85E-05,1
34,skin I would,skin I would,0.015884641,0.015884641,1
34,I would say,I would say,0.032560735,0.032560735,1
34,would say that,would say that,0.218831646,0.218831646,1
34,say that was,say that was,0.002443667,0.002443667,1
34,that was a,that was a,0.046733495,0.046733495,1
34,was a pore,was a poor,7.90E-07,0.000973238,1
34,a pore excuse,a poor excuse,2.97E-05,0.008747806,1
35,People who like,People who like,0.013874891,0.013874891,1
35,who like gold,who like gold,5.80E-05,5.80E-05,1
35,like gold paint,like gold paint,0.000737661,0.000737661,1
35,gold paint have,gold paint have,5.42E-05,5.42E-05,1
35,paint have a,paint have a,0.06358885,0.06358885,1
35,have a gilt,have a guilt,1.15E-06,7.52E-06,1
35,a gilt complex,a guilt complex,0.002152487,0.058107033,1
36,To heir is,To err is,0.518518519,0.944310775,1
36,heir is human,err is human,0.006765588,0.865867519,1
37,When their boy,When their boy,6.93E-06,6.93E-06,1
37,their boy was,their boy was,0.020894892,0.020894892,1
37,boy was little,boy was little,0.000364704,0.000364704,1
37,was little they,was little they,0.003949334,0.003949334,1
37,little they only,little they only,1.37E-05,1.37E-05,1
37,they only got,they only got,0.009369958,0.009369958,1
37,only got rest,only got rest,1.67E-06,1.67E-06,1
37,got rest after,got rest after,0.001584786,0.001584786,1
37,rest after son,rest after sun,1.54E-05,1.54E-05,1
37,after son down,after sun down,0.000161057,0.028778272,1
38,Novice pirates make,Novice pirates make,1,1,1
38,pirates make terrible,pirates make terrible,0.001298701,0.001298701,1
38,make terrible singers,make terrible singers,0.00015706,0.00015706,1
38,terrible singers because,terrible singers because,0.001988072,0.001988072,1
38,singers because they,singers because they,0.219944082,0.219944082,1
38,because they cannot,because they cannot,2.41E-06,2.41E-06,1
38,they cannot hit,they cannot hit,0.001358696,0.001358696,1
38,cannot hit the,cannot hit the,1,1,1
38,hit the high,hit the high,0.003584376,0.003584376,1
38,the high Cs,the high seas,2.90E-05,0.01466813,1
39,An electrician is,An electrician is,0.070247199,0.070247199,1
39,electrician is a,electrician is a,0.083809204,0.083809204,1
39,is a bright,is a bright,0.000229475,0.000229475,1
39,a bright spark,a bright spark,0.001762779,0.001762779,1
39,bright spark who,bright spark who,0.027832031,0.027832031,1
39,spark who knows,spark who knows,0.001618123,0.001618123,1
39,who knows whats,who knows whats,0.000720584,0.000720584,1
39,knows whats watt,knows whats what,5.39E-05,0.009585353,1
40,When the mayor,When the mayor,0.000152901,0.000152901,1
40,the mayor wanted,the mayor wanted,0.00062293,0.00062293,1
40,mayor wanted to,mayor wanted to,0.545386347,0.545386347,1
40,wanted to slash,wanted to slash,2.11E-05,2.11E-05,1
40,to slash the,to slash the,0.096852621,0.096852621,1
40,slash the budget,slash the budget,0.02148518,0.02148518,1
40,the budget he,the budget he,0.000912979,0.000912979,1
40,budget he turned,budget he turned,0.000100422,0.000100422,1
40,he turned to,he turned to,0.224383135,0.224383135,1
40,turned to a,turned to a,0.029806362,0.029806362,1
40,to a fund,to a fund,0.000170616,0.000170616,1
40,a fund razor,a fund raiser,1.04E-06,0.037657472,1
41,Boyscouts know which,Boyscouts know which,1,1,1
41,know which ropes,know which ropes,6.24E-07,6.24E-07,1
41,which ropes to,which ropes to,0.05204461,0.05204461,1
41,ropes to tie,ropes to tie,0.014914223,0.014914223,1
41,to tie and,to tie and,0.006519519,0.006519519,1
41,tie and what,tie and what,0.000733398,0.000733398,1
41,and what knot,and what not,2.92E-06,0.013065708,1
41,what knot ,what not ,0.002570694,2.19E-06,1
41,knot  ,not  ,1,1,1
42,If you could,If you could,0.003747957,0.003747957,1
42,you could ask,you could ask,0.005800526,0.005800526,1
42,could ask someone,could ask someone,0.004916631,0.004916631,1
42,ask someone anything,ask someone anything,5.47E-06,5.47E-06,1
42,someone anything about,someone anything about,0.002074689,0.002074689,1
42,anything about trees,anything about trees,3.11E-05,3.11E-05,1
42,about trees what,about trees what,3.22E-05,3.22E-05,1
42,trees what wood,trees what would,0.001445087,0.001445087,1
42,what wood you,what would you,0.036552992,0.152145794,1
42,wood you ask?,would you ask?,6.65E-05,0.000232428,1
43,The person that,The person that,0.019055644,0.019055644,1
43,person that Colby,person that Colby,6.56E-07,6.56E-07,1
43,that Colby Jack,that Colby Jack,0.000370096,0.000370096,1
43,Colby Jack and,Colby Jack and,0.043280182,0.043280182,1
43,Jack and Cheddar,Jack and Cheddar,0.003648447,0.003648447,1
43,and Cheddar Jr,and Cheddar Jr,3.02E-05,3.02E-05,1
43,Cheddar Jr were,Cheddar Jr were,1,1,1
43,Jr were most,Jr were most,0.001236094,0.001236094,1
43,were most afraid,were most afraid,0.000975545,0.000975545,1
43,most afraid of,most afraid of,0.76770363,0.76770363,1
43,afraid of in,afraid of in,0.001183258,0.001183258,1
43,of in school,of in school,0.000590141,0.000590141,1
43,in school was,in school was,0.00279268,0.00279268,1
43,school was the,school was the,0.029935437,0.029935437,1
43,was the cheese,was the cheese,2.39E-05,2.39E-05,1
43,the cheese grader,the cheese grater,0.00015083,0.003003669,1
44,Im blind so,Im blind so,0.001727116,0.001727116,1
44,blind so eye,blind so I,0.000128238,0.197871249,1
44,so eye cant,so I cant,0.000223414,0.000940119,1
44,eye cant see,I cant see,0.404558405,0.039667166,1
45,We didnt know,We didnt know,0.054354679,0.054354679,1
45,didnt know whether,didnt know whether,0.004433774,0.004433774,1
45,know whether to,know whether to,0.065119836,0.065119836,1
45,whether to keep,whether to keep,0.008628657,0.008628657,1
45,to keep our,to keep our,0.015753973,0.015753973,1
45,keep our biology,keep our biology,8.28E-07,8.28E-07,1
45,our biology program,our biology program,0.005833662,0.005833662,1
45,biology program or,biology program or,0.004753673,0.004753673,1
45,program or cell,program or sell,6.25E-07,0.000150508,1
45,or cell it,or sell it,2.40E-06,0.018095376,1
46,It will cost,It will cost,0.004764827,0.004764827,1
46,will cost you,will cost you,0.179873661,0.179873661,1
46,cost you more,cost you more,0.050681343,0.050681343,1
46,you more than,you more than,0.154709096,0.154709096,1
46,more than a,more than a,0.072575717,0.072575717,1
46,than a scent,than a cent,4.58E-06,8.63E-05,1
46,a scent to,a cent to,0.021385162,0.047596235,1
46,scent to get,cent to get,0.004626248,0.001570475,1
46,to get rid,to get rid,0.016769846,0.016769846,1
46,get rid of,get rid of,0.979254913,0.979254913,1
46,rid of that,rid of that,0.025421289,0.025421289,1
46,of that smell,of that smell,4.19E-05,4.19E-05,1
47,I tried to,I tried to,0.458155066,0.458155066,1
47,tried to stick,tried to stick,0.000801905,0.000801905,1
47,to stick with,to stick with,0.218300899,0.218300899,1
47,stick with the,stick with the,0.200414842,0.200414842,1
47,with the rough,with the rough,3.32E-05,3.32E-05,1
47,the rough class,the rough class,5.85E-05,5.85E-05,1
47,rough class but,rough class but,0.002544529,0.002544529,1
47,class but it,class but it,0.044166218,0.044166218,1
47,but it was,but it was,0.103123845,0.103123845,1
47,it was just,it was just,0.01441459,0.01441459,1
47,was just too,was just too,0.024652219,0.024652219,1
47,just too course,just too coarse,6.00E-07,5.76E-05,1
47,too course for,too coarse for,0.134233519,0.138854271,1
47,course for my,coarse for my,0.002750642,0.023553658,1
47,for my liking,for my liking,0.004160796,0.004160796,1
48,Our pet is,Our pet is,0.010383469,0.010383469,1
48,pet is very,pet is very,0.007457065,0.007457065,1
48,is very deer,is very dear,3.60E-08,0.000439979,1
48,very deer to,very dear to,0.003367003,0.370124978,1
48,deer to us,dear to us,2.63E-05,0.060063548,1
49,You dont want,You dont want,0.06100285,0.06100285,1
49,dont want to,dont want to,0.594157542,0.594157542,1
49,want to bee,want to be,8.14E-06,0.067362874,1
49,to bee around,to be around,1.11E-05,0.001196178,1
49,bee around a,be around a,0.150779896,0.017436156,1
49,around a hive,around a hive,0.000104883,0.000104883,1
49,a hive for,a hive for,0.02201332,0.02201332,1
49,hive for too,hive for too,0.000183184,0.000183184,1
49,for too long,for too long,0.688601773,0.688601773,1
50,You should run,You should run,0.001550626,0.001550626,1
50,should run really,should run really,0.000260654,0.000260654,1
50,run really fast,run really fast,0.286460394,0.286460394,1
50,really fast but,really fast but,0.006759141,0.006759141,1
50,fast but be,fast but be,0.000799376,0.000799376,1
50,but be careful,but be careful,0.112658561,0.112658561,1
50,be careful not,be careful not,0.12291688,0.12291688,1
50,careful not to,careful not to,0.979779999,0.979779999,1
50,not to brake,not to break,2.26E-05,0.00155842,1
50,to brake anything,to break anything,0.000538739,0.001405736,1
51,The pastry chef,The pastry chef,0.110060857,0.110060857,1
51,pastry chef brought,pastry chef brought,1.51E-05,1.51E-05,1
51,chef brought his,chef brought his,0.002386635,0.002386635,1
51,brought his girlfriend,brought his girlfriend,0.004179957,0.004179957,1
51,his girlfriend flours,his girlfriend flowers,1.36E-06,5.58E-05,1
51,girlfriend flours on,girlfriend flowers on,1,0.00265252,1
51,flours on Valentines,flowers on Valentines,0.004166667,0.000995071,1
51,on Valentines Day,on Valentines Day,0.735030591,0.735030591,1
52,The driver at,The driver at,0.000676796,0.000676796,1
52,driver at the,driver at the,0.278089673,0.278089673,1
52,at the toll,at the toll,4.66E-05,4.66E-05,1
52,the toll insisted,the toll insisted,1.97E-06,1.97E-06,1
52,toll insisted it,toll insisted it,1,1,1
52,insisted it wasnt,insisted it wasnt,2.30E-05,2.30E-05,1
52,it wasnt fare,it wasnt fair,3.95E-06,0.002134476,1
53,He injured his,He injured his,0.580823293,0.580823293,1
53,injured his foot,injured his foot,0.025857993,0.025857993,1
53,his foot and,his foot and,0.060708914,0.060708914,1
53,foot and now,foot and now,0.000712592,0.000712592,1
53,and now it,and now it,0.049091386,0.049091386,1
53,now it just,now it just,0.008039801,0.008039801,1
53,it just wont,it just wont,0.001565552,0.001565552,1
53,just wont heel,just wont heal,2.17E-05,0.001891469,1
54,I wrote a,I wrote a,0.139527462,0.139527462,1
54,wrote a song,wrote a song,0.024257094,0.024257094,1
54,a song about,a song about,0.046809904,0.046809904,1
54,song about my,song about my,0.009260499,0.009260499,1
54,about my priest,about my priest,2.11E-07,2.11E-07,1
54,my priest so,my priest so,9.43E-05,9.43E-05,1
54,priest so that,priest so that,0.200117028,0.200117028,1
54,so that I,so that I,0.038129232,0.038129232,1
54,that I could,that I could,0.033788314,0.033788314,1
54,I could perform,I could perform,0.000157483,0.000157483,1
54,could perform it,could perform it,0.010293397,0.010293397,1
54,perform it for,perform it for,0.027966714,0.027966714,1
54,it for hymn,it for him,3.99E-08,0.005426877,1
55,Mother nos best,Mother knows best,1,0.570196712,1
56,When I stayed,When I stayed,0.000206465,0.000206465,1
56,I stayed at,I stayed at,0.639769512,0.639769512,1
56,stayed at the,stayed at the,0.263028678,0.263028678,1
56,at the hotel,at the hotel,0.002790458,0.002790458,1
56,the hotel I,the hotel I,0.002094475,0.002094475,1
56,hotel I made,hotel I made,0.001835369,0.001835369,1
56,I made sure,I made sure,0.022913108,0.022913108,1
56,made sure I,made sure I,0.072731349,0.072731349,1
56,sure I didnt,sure I didnt,0.000573224,0.000573224,1
56,I didnt sleep,I didnt sleep,0.001873984,0.001873984,1
56,didnt sleep inn,didnt sleep in,0.000208725,0.031726153,1
57,We spent some,We spent some,0.03139448,0.03139448,1
57,spent some time,spent some time,0.752342955,0.752342955,1
57,some time looking,some time looking,0.002844868,0.002844868,1
